Date,Log,Change,Close,Volume,Open,High,Low,Silver,SP500,DXY,US1Y,VIX,Oil,DFII10,T10YIE,USEPUINDXD,GPRD,GPRD_ACT,GPRD_THREAT
9/19/2016,0.005783882,0.58,1317.8,111107,1313.2,1321.8,1312.6,19.29,2139.12,95.84,0.6,15.52999973,46.04,0.2,1.5,74.44,255.73,391.3,148.36
9/20/2016,0.00030349,0.03,1318.2,87659,1316.3,1321.1,1315.2,19.277,2139.76,96.02,0.61,15.92000008,45.24,0.2,1.49,58.92,183.11,243.39,175.33
9/21/2016,0.009963851,1,1331.4,253563,1318,1341.3,1310.9,19.768,2163.12,95.66,0.61,13.30000019,45.99,0.15,1.51,31.41,162.74,230.28,148.42
9/22/2016,0.00993992,1,1344.7,152427,1338.9,1347.8,1335.1,20.099,2177.18,95.45,0.6,12.02000046,47.21,0.08,1.55,64.81,95.46,114.2,79.38
9/23/2016,-0.002233473,-0.22,1341.7,108833,1340.3,1344.5,1337.4,19.81,2164.69,95.48,0.6,12.28999996,46.71,0.05,1.57,60.71,100.25,112.98,108.73
9/26/2016,0.001787177,0.18,1344.1,120362,1340.8,1346.1,1336.5,19.596,2146.1,95.3,0.58,14.5,46.61,0.05,1.54,30.74,133.84,144.55,120.57
9/27/2016,-0.010244995,-1.02,1330.4,175693,1342,1343.5,1327.7,19.165,2159.93,95.44,0.58,13.10000038,44.95,0.04,1.52,56.95,83.86,104.51,69.73
9/28/2016,-0.005048803,-0.5,1323.7,143807,1330.1,1331.1,1321.1,19.121,2171.37,95.43,0.6,12.39000034,45.49,0.01,1.56,38.39,115.89,96.28,120.46
9/29/2016,0.001736046,0.17,1326,145079,1325,1329.4,1318.6,19.188,2151.13,95.53,0.59,14.02000046,48.43,0.02,1.54,51.81,104.66,127.01,90.81
9/30/2016,-0.006734542,-0.67,1317.1,198471,1323.6,1331.5,1316,19.214,2168.27,95.46,0.59,13.28999996,48.24,0,1.6,34.93,120.29,175.27,107.72
10/3/2016,-0.003346265,-0.33,1312.7,120503,1321,1322.6,1311.8,18.868,2161.2,95.69,0.63,13.56999969,48.61,0,1.63,78.99,64.84,70.51,78.42
10/4/2016,-0.033305433,-3.28,1269.7,327773,1315,1315.4,1269,17.775,2150.49,96.17,0.64,13.63000011,48.81,0.07,1.62,48.13,147.35,174.1,145.21
10/5/2016,-0.000866722,-0.09,1268.6,200416,1270.5,1279.4,1264.1,17.695,2159.73,96.12,0.65,12.98999977,49.57,0.1,1.62,65.03,119.91,119.54,132.95
10/6/2016,-0.012373254,-1.23,1253,176574,1269.7,1271.6,1251.8,17.345,2160.77,96.77,0.65,12.84000015,50.14,0.11,1.64,58.51,92.69,97.27,89.25
10/7/2016,-0.000878279,-0.09,1251.9,261530,1256.8,1267.6,1243.2,17.38,2153.74,96.63,0.66,13.47999954,50.49,0.1,1.63,57.08,25.32,42.07,21.05
10/10/2016,0.006766734,0.68,1260.4,128220,1258.5,1266.8,1258.5,17.659,2163.66,96.93,0.66,13.38000011,51.54,0.1,1.63,15.2,90.02,131.62,69.86
10/11/2016,-0.003576684,-0.36,1255.9,127971,1261.7,1264,1254.3,17.509,2136.73,97.69,0.69,15.35999966,50.48,0.13,1.64,54.57,85.38,102.14,66.26
10/12/2016,-0.001673507,-0.17,1253.8,122342,1254.5,1260.5,1251.2,17.505,2139.18,97.97,0.68,15.90999985,49.53,0.15,1.64,59.38,101.61,162.08,92.94
10/13/2016,0.003026203,0.3,1257.6,142928,1257.1,1263.9,1254.7,17.458,2132.55,97.52,0.66,16.69000053,49.29,0.12,1.63,50.64,112.54,117.07,105.79
10/14/2016,-0.001671243,-0.17,1255.5,161952,1259.5,1260.7,1246.9,17.441,2132.98,98.02,0.66,16.12000084,48.87,0.13,1.67,80.62,93.18,139.34,77.48
10/17/2016,0.000875761,0.09,1256.6,102991,1252.9,1258.2,1251.1,17.474,2126.5,97.89,0.65,16.20999908,49.31,0.09,1.68,115.14,128.76,128.36,126.53
10/18/2016,0.005001003,0.5,1262.9,141366,1256,1265.6,1255.9,17.638,2139.6,97.89,0.66,15.27999973,49.81,0.09,1.66,45.55,114.42,102.66,142.72
10/19/2016,0.005527494,0.55,1269.9,135414,1263.9,1274.4,1261.1,17.663,2144.29,97.92,0.65,14.40999985,51.85,0.08,1.68,61.32,112.2,170.44,88.85
10/20/2016,-0.001891701,-0.19,1267.5,130976,1270.6,1275.9,1265.5,17.549,2141.34,98.31,0.66,13.75,50.42,0.08,1.68,48.77,115.55,134.4,96.09
10/21/2016,0.000157778,0.02,1267.7,97891,1266.5,1268.8,1261.7,17.493,2141.16,98.69,0.66,13.34000015,50.28,0.07,1.67,34.08,78.98,83.37,69.54
10/24/2016,-0.003160309,-0.32,1263.7,148823,1266.9,1272.8,1260.1,17.604,2151.33,98.76,0.66,13.02000046,49.8,0.11,1.66,58.65,86.04,98.03,71.55
10/25/2016,0.00780361,0.78,1273.6,132241,1265.2,1277.5,1262.4,17.78,2143.16,98.72,0.66,13.46000004,49.08,0.07,1.7,114.51,71.3,76.55,72.97
10/26/2016,-0.005511391,-0.55,1266.6,132796,1274,1277.2,1265.1,17.626,2139.43,98.63,0.67,14.23999977,48.98,0.08,1.71,40.45,96.95,53.7,134.37
10/27/2016,0.002286977,0.23,1269.5,123344,1267.2,1273.7,1265.2,17.639,2133.04,98.89,0.68,15.35999966,49.13,0.13,1.72,85.31,99.09,65.86,109.87
10/28/2016,0.005733826,0.58,1276.8,222489,1269.2,1285.4,1262,17.796,2126.41,98.35,0.66,16.19000053,47.78,0.13,1.73,74.06,82.21,57.85,96.51
10/31/2016,-0.002902077,-0.29,1273.1,115445,1278.3,1280.5,1271.9,17.796,2126.15,98.44,0.66,17.05999947,46.2,0.11,1.73,95.82,63.81,92.54,38.59
11/1/2016,0.011635757,1.17,1288,194976,1277.8,1292.9,1276.3,18.418,2111.72,97.7,0.65,18.55999947,45.77,0.11,1.72,44.68,89.67,52.59,114.04
11/2/2016,0.015561519,1.57,1308.2,224005,1289,1309.3,1288.4,18.693,2097.94,97.4,0.64,19.31999969,44.26,0.11,1.7,60.79,77.04,92.16,51.25
11/3/2016,-0.003752637,-0.37,1303.3,220164,1298.1,1308,1286.2,18.416,2088.66,97.16,0.64,22.07999992,43.84,0.14,1.68,63.05,62.05,28.55,79.38
11/4/2016,0.000920316,0.09,1304.5,202966,1303.2,1308.3,1295.7,18.371,2085.18,97.06,0.62,22.51000023,43.06,0.11,1.68,87.98,48.22,76.91,32.08
11/7/2016,-0.019428608,-1.92,1279.4,209668,1294.5,1296.5,1278.6,18.151,2131.52,97.78,0.63,18.70999908,42.83,0.12,1.71,74.75,66.01,59.83,69.86
11/8/2016,-0.003837273,-0.38,1274.5,194922,1282.2,1291.5,1273.3,18.356,2139.56,97.86,0.71,18.73999977,43.47,0.15,1.73,119.44,89.67,94.65,87.72
11/9/2016,-0.000784929,-0.08,1273.5,783657,1276.8,1338.3,1268.1,18.378,2163.26,98.5,0.72,14.38000011,43.88,0.25,1.82,246.03,50.19,22.24,64.92
11/10/2016,-0.005590786,-0.56,1266.4,392797,1278.4,1292.5,1251.9,18.737,2167.48,98.78,0.72,14.73999977,43.67,0.27,1.88,272.71,71.24,35.51,88.85
11/11/2016,-0.033808977,-3.32,1224.3,420069,1258.7,1265,1218.7,17.382,2164.45,99.06,0.72,14.17000008,41.61,0.27,1.88,140.42,94.9,108.13,75.16
11/14/2016,-0.002125921,-0.21,1221.7,332635,1227.7,1230.9,1211,16.893,2164.2,100.11,0.77,14.47999954,41.83,0.4,1.83,263.29,153.25,141.03,147.04
11/15/2016,0.002289266,0.23,1224.5,224970,1221.8,1231.4,1218.6,17.043,2180.39,100.23,0.78,13.36999989,44.15,0.41,1.82,161.83,81.46,64.96,99.34
11/16/2016,-0.000490116,-0.05,1223.9,190158,1228,1233.1,1221,16.927,2176.94,100.41,0.76,13.72000027,45.07,0.39,1.83,135.29,106.86,127.83,79.97
11/17/2016,-0.00573584,-0.57,1216.9,224953,1224.8,1231.1,1210.5,16.772,2187.12,100.89,0.77,13.35000038,44.57,0.42,1.87,111,59.96,89.66,33.24
11/18/2016,-0.006761239,-0.67,1208.7,244002,1216,1217.5,1201.3,16.721,2181.9,101.21,0.77,12.85000038,44.41,0.44,1.9,176.29,92.14,64.3,130.25
11/21/2016,0.000909655,0.09,1209.8,162047,1207.3,1217.8,1205.4,16.621,2198.18,101.05,0.78,12.42000008,45.96,0.42,1.91,94.21,118.52,129.97,118.26
11/22/2016,0.001156547,0.12,1211.2,201770,1213.5,1220.9,1205.6,16.735,2202.94,101.04,0.78,12.40999985,46.1,0.41,1.9,102.35,100.06,115.5,96.34
11/23/2016,-0.015643521,-1.55,1192.4,3479,1188.2,1192.5,1185.2,16.485,2204.72,101.7,0.8,12.43000031,46.54,0.44,1.92,84.27,75.68,46.43,87.14
11/25/2016,-0.009606546,-0.96,1181,89941,1184.4,1195.4,1172.8,16.554,2213.35,101.49,0.81,12.34000015,46.32,0.47,1.89,90.3,76.49,70.39,68.5
11/28/2016,0.01077996,1.08,1193.8,132780,1184.4,1200,1184.4,16.675,2201.72,101.33,0.79,13.14999962,46.64,0.47,1.85,96.79,111.2,128.36,97.33
11/29/2016,-0.002516147,-0.25,1190.8,195887,1196.6,1197.7,1182.6,16.74,2204.66,100.93,0.78,12.89999962,44.68,0.44,1.86,56.24,145.43,204.05,107.49
11/30/2016,-0.014293811,-1.42,1173.9,232748,1190.7,1196.8,1171.3,16.482,2198.81,101.5,0.8,13.32999992,47.95,0.43,1.94,63.67,120.17,177.1,69.51
12/1/2016,-0.003840742,-0.38,1169.4,216169,1175.1,1178.4,1162.2,16.506,2191.08,101.04,0.82,14.06999969,52.28,0.48,1.97,167.88,146.61,118.76,160.01
12/2/2016,0.007157495,0.72,1177.8,169224,1174.3,1180.3,1168.4,16.832,2191.95,100.77,0.8,14.11999989,52.35,0.49,1.91,144.2,64.86,55.42,61.64
12/5/2016,-0.001104362,-0.11,1176.5,212276,1182.6,1190.2,1158.6,16.899,2204.71,100.09,0.82,12.14000034,53.3,0.45,1.94,113.93,85.23,101.96,56.7
12/6/2016,-0.005454714,-0.54,1170.1,130714,1172.8,1177.1,1168.1,16.81,2212.23,100.49,0.83,11.78999996,52.31,0.44,1.95,158.64,68.57,42.07,78.95
12/7/2016,0.006304332,0.63,1177.5,137900,1171.4,1182.3,1167.2,17.275,2241.35,100.23,0.85,12.22000027,51.9,0.42,1.92,162,103.35,151.83,63.32
12/8/2016,-0.004340617,-0.43,1172.4,142363,1176.1,1180.7,1170.9,17.096,2246.19,101.1,0.84,12.64000034,51.6,0.45,1.95,125.48,75.4,40.09,100.32
12/9/2016,-0.008996334,-0.9,1161.9,154417,1172.5,1173.8,1157.6,16.967,2259.53,101.59,0.85,11.75,52.19,0.51,1.96,97.26,71.09,75.59,63.05
12/12/2016,0.00335095,0.34,1165.8,159639,1161.4,1167.9,1152.5,17.187,2256.96,101.03,0.85,12.64000034,53.99,0.51,1.98,99.45,95.5,95.2,79.41
12/13/2016,-0.005849982,-0.58,1159,136029,1164.5,1167,1156.3,16.977,2271.72,101.07,0.88,12.72000027,53.28,0.53,1.95,336.71,137.07,136.65,132.98
12/14/2016,0.00404702,0.41,1163.7,205326,1159.8,1168,1140,17.221,2253.28,101.76,0.92,13.18999958,53.15,0.6,1.94,53.87,110.95,147.47,79.08
12/15/2016,-0.029563958,-2.91,1129.8,262877,1143.8,1146,1124.3,15.958,2262.03,103.02,0.91,12.78999996,51.72,0.7,1.9,232.94,108.93,118.47,98.82
12/16/2016,0.00670433,0.67,1137.4,171285,1130.5,1143.2,1128.5,16.215,2258.07,102.95,0.91,12.19999981,54.15,0.74,1.86,53.13,107.92,74.84,140.46
12/19/2016,0.004648927,0.47,1142.7,112536,1136.1,1144.4,1135.5,16.089,2262.53,103.14,0.9,11.71000004,53.53,0.68,1.86,91.47,85.88,97.85,61.21
12/20/2016,-0.007995474,-0.8,1133.6,138058,1139.8,1141.7,1127.3,16.117,2270.76,103.29,0.9,11.44999981,54.56,0.67,1.9,59.25,114.64,120.3,130.45
12/21/2016,-0.00035292,-0.04,1133.2,109673,1134,1138.8,1131,15.979,2265.18,103.02,0.88,11.27000046,53.01,0.64,1.91,37.37,195.18,311.33,111.29
12/22/2016,0.00035292,0.04,1133.6,70834,1130,1137.3,1129.5,15.759,2260.96,103.09,0.87,11.43000031,54.04,0.6,1.95,50.35,125.22,147.53,123.05
12/23/2016,0,0,1133.6,70834,1130,1137.3,1129.5,15.759,2263.79,103.01,0.87,11.43999958,53.93,0.58,1.97,35.7,182.84,246.61,134.15
12/27/2016,0.004576667,0.46,1138.8,102366,1135.3,1151.7,1132.8,15.989,2268.88,103.02,0.89,11.98999977,53.93,0.58,1.99,108.11,90.87,82.35,82.43
12/28/2016,0.001842348,0.18,1140.9,100121,1139.3,1145.1,1137.1,16.038,2249.92,103.3,0.9,12.94999981,54.95,0.56,1.95,161.59,127.41,160.44,122.67
12/29/2016,0.014963307,1.51,1158.1,152323,1143.1,1160.6,1142.6,16.218,2249.26,102.68,0.85,13.36999989,54.97,0.55,1.94,116.01,98.78,91.91,109.52
12/30/2016,-0.00554162,-0.55,1151.7,138673,1159.5,1164.3,1150.3,15.989,2238.83,102.21,0.85,14.03999996,54.96,0.5,1.95,141.16,206.67,247.24,196.4
1/3/2017,0.008903547,0.89,1162,216537,1151.4,1166,1146.5,16.409,2257.83,103.21,0.89,12.85000038,55.05,0.47,1.98,89.85,121.97,89.6,138.79
1/4/2017,0.002835906,0.28,1165.3,172108,1159.6,1168.6,1156.7,16.552,2270.75,102.7,0.87,11.85000038,54.57,0.47,1.99,101.99,108.89,91.42,114.37
1/5/2017,0.013636962,1.37,1181.3,262224,1164.6,1185.9,1163.6,16.637,2269,101.52,0.83,11.67000008,54.99,0.42,1.95,134.47,68.14,62.7,87.17
1/6/2017,-0.006710009,-0.67,1173.4,217714,1181,1183.8,1171.1,16.519,2276.98,102.22,0.85,11.31999969,55.9,0.46,1.96,96.97,129.06,95.31,135.14
1/9/2017,0.009752865,0.98,1184.9,174989,1172.9,1186.4,1172.2,16.683,2268.9,101.93,0.82,11.56000042,54.39,0.43,1.95,121.76,161.03,217.86,114.77
1/10/2017,0.000506244,0.05,1185.5,215898,1181.3,1190.6,1180.2,16.848,2268.9,102.01,0.82,11.48999977,53.2,0.43,1.95,121.9,66.47,44.18,82.91
1/11/2017,0.009319575,0.94,1196.6,317695,1188.1,1198.5,1177,16.828,2275.32,101.78,0.82,11.26000023,53.61,0.39,1.99,124.56,137.61,166.59,130.78
1/12/2017,0.002670674,0.27,1199.8,260107,1191.1,1207.2,1190.7,16.825,2270.44,101.35,0.81,11.53999996,54.51,0.38,1.98,113.32,129.81,95.86,167.91
1/13/2017,-0.003005011,-0.3,1196.2,28224,1194.8,1204.3,1187.5,16.765,2274.64,101.18,0.82,11.22999954,54.37,0.41,1.99,135.56,127.04,103.2,140.86
1/17/2017,0.013864321,1.4,1212.9,368672,1202.8,1218.9,1198,17.148,2267.89,100.33,0.8,11.86999989,54.68,0.36,1.97,160.96,100.72,122.72,102.36
1/18/2017,-0.000659794,-0.07,1212.1,195234,1216.8,1217.7,1201.8,17.274,2271.89,100.93,0.82,12.47999954,53.77,0.42,2,135.59,102.5,120.76,85.23
1/19/2017,-0.008783616,-0.87,1201.5,241530,1203.1,1206.4,1195.4,17.002,2263.69,101.15,0.83,12.77999973,53.18,0.43,2.04,95.56,125.67,120.27,167.19
1/20/2017,0.0028258,0.28,1204.9,236066,1204.8,1214.8,1198.2,17.032,2271.31,100.74,0.82,11.53999996,55.04,0.44,2.04,141.55,104.66,63.51,136.21
1/23/2017,0.008841206,0.89,1215.6,231381,1209.3,1219.4,1209,17.186,2265.2,100.16,0.79,11.77000046,54.8,0.39,2.02,154.77,111.45,111.11,102.97
1/24/2017,-0.003956484,-0.39,1210.8,211945,1218,1220.1,1206.2,17.185,2280.07,100.35,0.81,11.06999969,54.7,0.41,2.06,136.15,96.98,132.3,67.91
1/25/2017,-0.008543161,-0.85,1200.5,80202,1211.5,1212.2,1195.3,16.98,2298.37,100.03,0.82,10.81000042,54.34,0.45,2.08,175.14,104.38,131.44,82.22
1/26/2017,-0.006686193,-0.67,1192.5,94439,1204.1,1205,1186.6,16.85,2296.68,100.38,0.82,10.63000011,55.89,0.43,2.08,89.25,111.43,111.09,109.51
1/27/2017,-0.001174694,-0.12,1191.1,142852,1191.4,1193.8,1182.6,17.136,2294.69,100.53,0.82,10.57999992,54.8,0.41,2.08,135.05,119.16,95.03,126.83
1/30/2017,0.004105406,0.41,1196,185344,1194.6,1201.3,1190,17.152,2280.9,100.43,0.81,11.88000011,54.77,0.42,2.07,115.06,166.49,217.49,95.48
1/31/2017,0.01279406,1.29,1211.4,237644,1197.7,1217.4,1195.6,17.543,2278.87,99.51,0.84,11.98999977,55.25,0.4,2.05,139.29,188.69,198.56,183.05
2/1/2017,-0.002562303,-0.26,1208.3,211357,1212.2,1215,1199.7,17.45,2279.55,99.64,0.83,11.81000042,55.79,0.43,2.05,158.28,150.57,200.14,125.2
2/2/2017,0.009144521,0.92,1219.4,220209,1211.2,1227.5,1210.2,17.429,2280.85,99.79,0.84,11.93000031,55.94,0.43,2.05,113.53,166.1,132.47,189.42
2/3/2017,0.001147447,0.11,1220.8,210726,1217.8,1223.2,1208.3,17.479,2297.42,99.87,0.82,10.97000027,55.92,0.44,2.05,131.28,184.03,100.91,252.5
2/6/2017,0.009213649,0.93,1232.1,190379,1221.9,1237.5,1220.8,17.693,2292.56,99.91,0.79,11.36999989,55.02,0.4,2.02,150.83,83.56,47.6,109.19
2/7/2017,0.003241231,0.32,1236.1,192661,1236.9,1237.5,1229.2,17.756,2293.08,100.26,0.8,11.28999996,53.79,0.4,2,121.82,184.34,167.07,195.09
2/8/2017,0.002746811,0.28,1239.5,216044,1235.2,1246.6,1231.3,17.705,2294.67,100.28,0.79,11.44999981,54.42,0.38,1.96,118.99,101.93,90.32,103.59
2/9/2017,-0.002180674,-0.22,1236.8,234244,1242.7,1246.2,1226.1,17.741,2307.87,100.65,0.8,10.88000011,53.98,0.41,1.99,74.34,92.3,112.46,76.75
2/10/2017,-0.000727949,-0.07,1235.9,229161,1229.6,1238.9,1222.6,17.933,2316.1,100.8,0.81,10.85000038,55.2,0.4,2.01,231.24,212.41,221.84,185.04
2/13/2017,-0.008205758,-0.82,1225.8,168285,1234.2,1234.4,1220.3,17.821,2328.25,100.96,0.82,11.06999969,54.15,0.43,2,77.85,132.02,71.79,169.66
2/14/2017,-0.000326371,-0.03,1225.4,223687,1226.1,1236,1222.7,17.889,2337.58,101.25,0.84,10.73999977,54.96,0.46,2.01,120.2,185.85,87.19,272.72
2/15/2017,0.006264003,0.63,1233.1,220585,1228.6,1234.9,1217.5,17.963,2349.25,101.18,0.86,11.97000027,54.57,0.45,2.06,130.16,118.86,92.73,128.92
2/16/2017,0.006869547,0.69,1241.6,196467,1234.3,1243.7,1233.3,18.074,2347.22,100.44,0.82,11.76000023,54.16,0.43,2.02,89.07,127.41,91.45,161.03
2/17/2017,-0.002015561,-0.2,1239.1,20247,1240.8,1245.1,1232.4,18.103,2351.16,100.95,0.82,11.48999977,54.48,0.41,2.01,143.29,88.52,65.03,100.73
2/21/2017,-0.000161421,-0.02,1238.9,245695,1239.3,1240.2,1226.8,18.074,2365.38,101.37,0.83,11.56999969,56.34,0.4,2.03,87.54,139.23,104.1,164.02
2/22/2017,-0.004530386,-0.45,1233.3,193431,1236.9,1241.9,1231.5,18.022,2362.82,101.22,0.82,11.73999977,54.9,0.38,2.04,226.71,95.25,84.41,88
2/23/2017,0.014569421,1.47,1251.4,250277,1238.3,1252.2,1236.4,18.185,2363.81,101.05,0.81,11.71000004,55.82,0.35,2.03,84.74,59.78,69.52,41.42
2/24/2017,0.005498679,0.55,1258.3,209660,1250.6,1261.2,1248.8,18.406,2367.34,101.09,0.8,11.47000027,54.69,0.31,2,99,90.82,85.78,87.44
2/27/2017,0.000397283,0.04,1258.8,201486,1258.9,1264.9,1251.5,18.417,2369.75,101.13,0.81,12.09000015,54.65,0.35,2.01,117.37,81.36,92.7,67.65
2/28/2017,-0.003900192,-0.39,1253.9,225369,1253.3,1259.3,1248.2,18.469,2363.64,101.12,0.88,12.92000008,53.36,0.34,2.02,114.25,69.57,106.7,53.4
3/1/2017,-0.003115143,-0.31,1250,300815,1248.5,1251.4,1237.2,18.489,2395.96,101.78,0.92,12.53999996,55.72,0.43,2.03,111.9,130.1,129.7,124.83
3/2/2017,-0.013774433,-1.37,1232.9,262903,1249.9,1250.8,1231.1,17.748,2381.92,102.2,0.98,11.81000042,54.16,0.48,2.01,125.27,114.54,91.35,121.91
3/3/2017,-0.005204533,-0.52,1226.5,268970,1234.8,1236.7,1223,17.74,2383.12,101.54,0.98,10.96000004,54.12,0.45,2.04,88.91,64.77,64.57,69.25
3/6/2017,-0.000815661,-0.08,1225.5,154275,1233.9,1237.3,1225,17.773,2375.31,101.64,0.97,11.23999977,54.73,0.48,2.01,104.29,117.26,140.28,126.76
3/7/2017,-0.007699907,-0.77,1216.1,195645,1225.7,1227.4,1214.1,17.536,2368.39,101.81,1.02,11.44999981,54.61,0.49,2.03,71.17,141.89,152.33,127.06
3/8/2017,-0.005524648,-0.55,1209.4,200792,1215.6,1218.5,1206.4,17.298,2362.98,102.07,1.03,11.85999966,53.3,0.56,2.01,124.51,111.12,63.3,149.61
3/9/2017,-0.005139695,-0.51,1203.2,226026,1207.7,1208.9,1199,17.036,2364.87,101.85,1.04,12.30000019,50.65,0.6,2,95.37,123.04,75.48,141.66
3/10/2017,-0.001497131,-0.15,1201.4,250514,1200.2,1206.2,1194.5,16.923,2372.6,101.25,1.03,11.65999985,50.63,0.57,2.01,81.65,71.8,57.27,79.61
3/13/2017,0.001414016,0.14,1203.1,168436,1205,1210.9,1202,16.972,2373.47,101.31,1.06,11.35000038,50.1,0.61,2.01,56.5,78.47,67.05,93.22
3/14/2017,-0.000415679,-0.04,1202.6,176653,1203.5,1207.5,1196.9,16.923,2365.45,101.7,1.06,12.30000019,49.6,0.61,1.99,122.3,59.83,43.38,72.37
3/15/2017,-0.00158116,-0.16,1200.7,256440,1198.7,1222,1196.8,16.923,2385.26,100.74,1.02,11.63000011,50.63,0.5,2.01,159.48,95.86,127.42,70.86
3/16/2017,0.021748942,2.2,1227.1,243137,1219.5,1234,1218.1,17.33,2381.38,100.36,1.01,11.21000004,50.56,0.51,2.02,91.44,80.58,62.48,81.89
3/17/2017,0.002523096,0.25,1230.2,146933,1226.2,1231.5,1224,17.413,2378.25,100.3,1,11.27999973,50.58,0.49,2.01,152.01,97.04,87.95,95.36
3/20/2017,0.003084168,0.31,1234,122559,1229,1235.5,1228.8,17.438,2373.47,100.41,1.01,11.34000015,50.67,0.47,2,161.69,140.57,134.04,121.97
3/21/2017,0.010078698,1.01,1246.5,278090,1234.2,1247.7,1226.6,17.583,2344.02,99.81,1,12.47000027,50.14,0.45,1.98,184.47,81.22,46.27,106.13
3/22/2017,0.002563899,0.26,1249.7,210181,1244.5,1251.5,1243.8,17.578,2348.45,99.68,0.99,12.81000042,49.56,0.43,1.97,65.8,156.5,124.81,199.54
3/23/2017,0.000320026,0.03,1250.1,38955,1251.5,1256.4,1245.6,17.593,2345.96,99.76,0.99,13.11999989,50.17,0.46,1.95,48.67,131.19,158.81,101.3
3/24/2017,0.001279079,0.13,1251.7,50728,1248.2,1255,1243.7,17.748,2343.98,99.63,1,12.96000004,49.97,0.42,1.98,106.37,177.37,258.07,79.73
3/27/2017,0.005656259,0.57,1258.8,70055,1247.2,1264.2,1247.2,18.108,2341.59,99.17,1,12.5,50.12,0.41,1.97,83.12,116.55,122.31,122.42
3/28/2017,0,0,1258.8,110672,1257.1,1261.4,1250.5,18.252,2358.57,99.71,1.03,11.52999973,50.72,0.45,1.97,89.73,87.33,104.47,77.46
3/29/2017,-0.001590078,-0.16,1256.8,157858,1253,1257.5,1250,18.252,2361.13,100,1.04,11.42000008,51.36,0.41,1.98,66.64,93.54,76.8,100.66
3/30/2017,-0.007026538,-0.7,1248,211199,1256.1,1256.5,1244.2,18.206,2368.06,100.41,1.03,11.53999996,52.25,0.46,1.96,91.55,75.63,70.37,83.85
3/31/2017,0.002560821,0.26,1251.2,158381,1244.6,1252.8,1241.5,18.256,2362.72,100.35,1.03,12.36999989,52.2,0.43,1.97,221.37,118.14,141.33,78.59
4/3/2017,0.002235351,0.22,1254,135738,1251.9,1255.9,1246.4,18.212,2358.84,100.54,1.02,12.38000011,52.04,0.39,1.96,115.76,79.89,49.01,91.99
4/4/2017,0.003502631,0.35,1258.4,152043,1255.5,1263.7,1255.5,18.323,2360.16,100.54,1.03,11.78999996,53.08,0.4,1.96,103.95,150.57,122.31,176.21
4/5/2017,-0.007898242,-0.79,1248.5,226454,1258.2,1259.3,1245.4,18.187,2352.95,100.56,1.03,12.89000034,53.41,0.37,1.97,75.28,125.2,41.6,173.51
4/6/2017,0.003837242,0.38,1253.3,160510,1257.6,1260.9,1251.3,18.246,2357.49,100.67,1.05,12.39000034,53.62,0.39,1.95,82.38,124.1,171.3,63.5
4/7/2017,0.003186492,0.32,1257.3,365404,1253.9,1273.3,1252.4,18.151,2355.54,101.18,1.08,12.86999989,54.24,0.44,1.94,67.93,143.82,185.01,131.17
4/10/2017,-0.00270787,-0.27,1253.9,176084,1255.6,1258.9,1248.2,17.915,2357.16,101.02,1.07,14.05000019,54.79,0.44,1.93,118.06,134.96,159,122.42
4/11/2017,0.016059836,1.62,1274.2,279421,1256.8,1277.4,1254.7,18.254,2353.78,100.71,1.05,15.06999969,54.73,0.41,1.91,41.86,97.26,91.26,114.18
4/12/2017,0.003056069,0.31,1278.1,241437,1277.2,1289,1273.8,18.3,2344.93,100.78,1.04,15.77000046,54.75,0.38,1.9,79.49,171.34,193.59,189.97
4/13/2017,0.008104151,0.81,1288.5,229082,1288.3,1290.7,1283.8,18.51,2328.95,100.56,1.03,15.96000004,55.05,0.32,1.92,59.73,156.75,187.52,147.72
4/17/2017,0.002635252,0.26,1291.9,189444,1292.4,1297.4,1283.1,18.514,2349.01,100.29,1.04,14.65999985,54.79,0.38,1.88,119.99,111.51,91.55,109.09
4/18/2017,0.00170147,0.17,1294.1,272618,1286.7,1294.4,1280.6,18.272,2342.19,99.5,1.02,14.42000008,52.6,0.33,1.85,71.39,106.67,59.08,137.97
4/19/2017,-0.008302667,-0.83,1283.4,251024,1291.7,1292.7,1275.4,18.162,2338.17,99.74,1.02,14.93000031,52.43,0.36,1.85,93.31,152.97,136.72,175.45
4/20/2017,0.000311624,0.03,1283.8,237678,1282.2,1285.2,1278,18.018,2355.84,99.78,1.01,14.14999962,50.66,0.39,1.85,55.86,178.77,73.39,279.82
4/21/2017,0.004119871,0.41,1289.1,220990,1283.3,1290.1,1280,17.937,2348.69,99.98,0.99,14.63000011,49.93,0.4,1.84,124.51,130.76,86.9,154.03
4/24/2017,-0.009039257,-0.9,1277.5,287252,1280,1280,1266,17.932,2374.15,99.09,1.03,10.84000015,49.45,0.41,1.87,144.04,142.73,118.58,158.25
4/25/2017,-0.008095301,-0.81,1267.2,242791,1277.9,1279.9,1262.8,17.659,2388.61,98.78,1.09,10.76000023,49.37,0.44,1.91,58.82,61.82,61.63,51.41
4/26/2017,-0.002370231,-0.24,1264.2,233964,1265.5,1272.8,1260.7,17.431,2387.45,99.05,1.07,10.85000038,49.99,0.42,1.9,70.4,92.16,61.25,102.18
4/27/2017,0.001343821,0.13,1265.9,203162,1270.2,1271.1,1261.8,17.334,2388.77,99.08,1.06,10.35999966,49.46,0.39,1.91,63.06,104.5,93.76,104.27
