Date,Log,Change,Close,Volume,Open,High,Low,Silver,SP500,DXY,US1Y,VIX,Oil,DFII10,T10YIE,USEPUINDXD,GPRD,GPRD_ACT,GPRD_THREAT
7/2/2020,0.005658437,0.57,1790,181017,1779,1791.7,1766.3,18.322,3130.01,97.32,0.16,27.68000031,43.19,-0.73,1.41,249.7,23.39,18.66,23.34
7/6/2020,0.001953398,0.2,1793.5,140564,1787,1799,1779.2,18.582,3179.72,96.72,0.16,27.94000053,42.73,-0.76,1.45,389.2,72.01,30.77,94.1
7/7/2020,0.009102577,0.91,1809.9,217229,1793.9,1810.8,1781.2,18.699,3145.32,96.88,0.15,29.43000031,43.28,-0.78,1.43,278.61,106.17,74.09,123.6
7/8/2020,0.005894522,0.59,1820.6,232708,1807.9,1829.8,1803.8,19.161,3169.94,96.43,0.15,28.07999992,43.67,-0.75,1.42,319.33,68.6,48.85,105.94
7/9/2020,-0.009270566,-0.92,1803.8,265280,1818.8,1825.5,1799.6,18.962,3152.05,96.7,0.15,29.26000023,42.35,-0.77,1.39,267.49,55.83,18.55,77.37
7/10/2020,-0.001053887,-0.11,1801.9,208264,1808.4,1817,1796.5,19.053,3185.04,96.65,0.15,27.29000092,43.27,-0.76,1.41,259.27,97.43,18.5,146.6
7/13/2020,0.006747813,0.68,1814.1,218006,1803.4,1818.8,1802.1,19.788,3155.22,96.46,0.16,32.18999863,42.85,-0.78,1.42,212.54,92.73,51.36,111.38
7/14/2020,-0.000385941,-0.04,1813.4,235992,1810.9,1813.6,1809.6,19.53,3197.52,96.26,0.17,29.52000046,42.97,-0.78,1.41,308.28,93.8,98.43,73.89
7/15/2020,0.000220556,0.02,1813.8,179267,1811.1,1819.5,1804,19.761,3226.56,96.08,0.15,27.76000023,43.96,-0.77,1.41,352.74,103.67,39.37,147.78
7/16/2020,-0.007470774,-0.74,1800.3,190841,1813.1,1816.2,1794.1,19.573,3215.57,96.35,0.14,28,43.71,-0.79,1.41,313.71,29.49,29.4,24.52
7/17/2020,0.005373528,0.54,1810,162684,1796.9,1813.9,1795.2,19.764,3224.73,95.94,0.14,25.68000031,43.53,-0.82,1.46,555.06,38.32,16.98,49.57
7/20/2020,0.004080063,0.41,1817.4,173983,1812.3,1823.4,1806.6,20.192,3251.84,95.83,0.14,24.45999908,43.3,-0.84,1.46,430.14,87.17,67.59,128.87
7/21/2020,0.014475985,1.46,1843.9,265677,1819.6,1844.9,1817.2,21.557,3257.3,95.12,0.15,24.84000015,44.31,-0.87,1.48,423.52,116.23,26.74,178.43
7/22/2020,0.011431777,1.15,1865.1,376705,1842.8,1871.8,1842.1,23.144,3276.02,94.99,0.14,24.31999969,43.98,-0.88,1.48,297.02,117.13,18.68,187.01
7/23/2020,0.013262158,1.34,1890,400358,1871.6,1897.7,1863.1,22.988,3235.66,94.69,0.14,26.07999992,42.96,-0.9,1.49,282.1,78.04,34.58,115.37
7/24/2020,0.003960401,0.4,1897.5,288088,1884.9,1904.6,1880.5,22.85,3215.63,94.43,0.16,25.84000015,43.29,-0.92,1.51,290.25,92.75,52.84,110.18
7/27/2020,0.030057546,3.05,1955.4,127487,1929,1971.3,1926.8,24.501,3239.41,93.67,0.14,24.73999977,43.39,-0.9,1.52,521.96,137.18,50.65,185.89
7/28/2020,0.004337516,0.43,1963.9,154485,1963.2,2000,1927.5,24.3,3218.44,93.7,0.14,25.44000053,43.11,-0.92,1.51,315.73,121.65,46.64,171.18
7/29/2020,0.006496495,0.65,1976.7,191033,1971.9,1998.4,1955.7,24.321,3258.44,93.45,0.13,24.10000038,43.51,-0.95,1.53,370.27,80.91,37.96,110.81
7/30/2020,-0.005020931,-0.5,1966.8,268606,1986.4,1987.3,1952.3,23.362,3246.22,93.02,0.11,24.76000023,42.98,-0.97,1.52,307.77,54.08,26.96,67.46
7/31/2020,0.009664355,0.97,1985.9,275460,1973.6,2005.4,1971.4,24.216,3271.12,93.35,0.11,24.45999908,43.13,-1,1.55,384.08,38.62,34.22,42.82
8/3/2020,0.0002014,0.02,1986.3,176729,1997.4,2009.5,1975.2,24.417,3294.61,93.54,0.12,24.28000069,43.76,-1.02,1.58,271.04,42.17,28.03,46.75
8/4/2020,0.017318827,1.75,2021,269790,1993.5,2037.7,1982.6,26.028,3306.51,93.38,0.14,23.76000023,43.99,-1.05,1.57,391.33,48.71,19.43,64.81
8/5/2020,0.013905833,1.4,2049.3,361949,2037,2070.3,2027.5,26.89,3327.77,92.87,0.12,22.98999977,44.92,-1.06,1.61,253.99,33.8,0,56.21
8/6/2020,0.009760439,0.98,2069.4,307517,2055,2081.8,2049,28.4,3349.16,92.79,0.14,22.64999962,45.04,-1.08,1.63,285.63,112.37,98.58,112.12
8/7/2020,-0.020208624,-2,2028,391017,2076.4,2082.1,2024.8,27.54,3351.28,93.43,0.14,22.20999908,44.07,-1.04,1.61,276.7,43.82,17.47,65.58
8/10/2020,0.005752652,0.58,2039.7,248644,2044.8,2060.8,2027.8,29.261,3360.47,93.58,0.13,22.12999916,44.19,-1.02,1.61,388.62,40.58,20.23,50.62
8/11/2020,-0.046872604,-4.58,1946.3,556617,2038.4,2040.5,1911.3,26.049,3333.69,93.63,0.15,24.03000069,43.68,-0.99,1.63,359.14,55.29,18.37,76.62
8/12/2020,0.001386286,0.14,1949,450394,1921.6,1961,1874.2,25.979,3380.35,93.44,0.13,22.28000069,45.09,-0.98,1.67,202.2,61.83,61.64,80.8
8/13/2020,0.010920147,1.1,1970.4,346000,1927.3,1974.8,1923,27.718,3373.43,93.33,0.14,22.12999916,44.87,-0.96,1.67,282.72,88.9,9.33,140.06
8/14/2020,-0.010509765,-1.05,1949.8,237092,1963.8,1970,1939.1,26.089,3372.85,93.1,0.13,22.04999924,44.86,-0.94,1.65,345.8,44.29,26.49,58.92
8/17/2020,0.024770166,2.51,1998.7,285580,1956.4,2000.8,1939.1,27.834,3381.99,92.85,0.13,21.35000038,44.91,-0.97,1.66,350.55,65.55,30.16,92.24
8/18/2020,0.007178853,0.72,2013.1,358272,1993.6,2024.6,1985.2,28.243,3389.78,92.27,0.13,21.51000023,45.34,-1.01,1.68,341.68,84.1,37.26,108.78
8/19/2020,-0.021490007,-2.13,1970.3,440405,2010.5,2015.6,1930.5,27.486,3374.85,92.89,0.13,22.54000092,45.21,-0.99,1.67,216.18,46.66,46.51,69.83
8/20/2020,-0.012152927,-1.21,1946.5,378970,1934.4,1963.1,1928.9,27.301,3385.51,92.79,0.12,22.71999931,44.56,-0.97,1.62,250.25,122.02,36.04,180.38
8/21/2020,0.000256838,0.03,1947,352773,1955.6,1963.1,1916.6,26.877,3397.16,93.25,0.13,22.54000092,43.94,-1,1.64,286.03,166.3,17.92,261.62
8/24/2020,-0.004014209,-0.4,1939.2,284540,1947.9,1970.3,1930.8,26.768,3431.28,93.3,0.14,22.37000084,44.43,-1.02,1.67,186.9,71.24,0,118.47
8/25/2020,-0.00833705,-0.83,1923.1,271641,1935.9,1944.1,1919.1,26.426,3443.62,93.02,0.13,22.03000069,46.01,-1.01,1.7,213.68,85.98,45.11,105.36
8/26/2020,0.015172135,1.53,1952.5,338049,1939,1963.4,1908.4,27.604,3478.73,93.01,0.12,23.27000046,45.79,-1.03,1.72,154.27,105.67,36.64,152.82
8/27/2020,-0.010244356,-1.02,1932.6,461990,1963,1987,1914.7,27.198,3484.55,93,0.13,24.46999931,44.84,-0.99,1.73,180.61,142.09,97.39,162.46
8/28/2020,0.021651518,2.19,1974.9,329609,1937.5,1983,1928.2,27.79,3508.01,92.37,0.12,22.95999908,45.22,-1.03,1.77,296.28,64.11,17.04,106.63
8/31/2020,0.00187176,0.19,1978.6,242577,1973.9,1985.8,1962.3,28.594,3500.31,92.14,0.12,26.40999985,45.22,-1.08,1.8,169.1,88.63,66.27,101.34
9/1/2020,0.000151611,0.02,1978.9,300227,1973.7,2001.2,1969.2,28.645,3526.65,92.34,0.12,26.12000084,45.72,-1.08,1.76,204.69,106.37,80.79,126.35
9/2/2020,-0.017433411,-1.73,1944.7,326130,1976.8,1980.4,1938.9,27.395,3580.84,92.85,0.13,26.56999969,42.7,-1.07,1.73,237.83,109.21,90.72,105.94
9/3/2020,-0.003554415,-0.35,1937.8,300282,1948.9,1956.6,1927.2,26.875,3455.06,92.74,0.12,33.59999847,42.72,-1.02,1.65,243.52,94.24,84.56,125.38
9/4/2020,-0.001807805,-0.18,1934.3,300921,1938,1945.9,1923,26.712,3426.96,92.72,0.13,30.75,41.1,-0.98,1.7,224.01,94.9,36.04,127.77
9/8/2020,0.004590595,0.46,1943.2,412083,1938,1948.3,1911.7,26.991,3331.84,93.44,0.15,31.45999908,38.53,-0.99,1.68,208.78,68.6,29.31,89.64
9/9/2020,0.006002943,0.6,1954.9,224190,1939.4,1959.7,1926.3,27.083,3398.96,93.25,0.14,28.80999947,39.98,-1,1.71,209.54,47.32,25.73,64.39
9/10/2020,0.004796907,0.48,1964.3,268963,1955.3,1954.9,1949.9,27.291,3339.19,93.34,0.15,29.70999908,39.27,-1.01,1.69,218.1,145.25,140.13,124.67
9/11/2020,-0.008384079,-0.83,1947.9,202859,1953.8,1959,1945.7,26.857,3340.97,93.33,0.13,26.87000084,38.8,-0.98,1.65,237.03,145.95,88.18,205.94
9/14/2020,0.00807858,0.81,1963.7,196763,1948.9,1972.5,1945.2,27.355,3383.54,93.05,0.14,25.85000038,38.57,-0.97,1.65,270.62,67.31,47.93,71.96
9/15/2020,0.001272297,0.13,1966.2,232698,1966.2,1982.4,1955.6,27.464,3401.2,93.05,0.13,25.59000015,39.54,-0.99,1.67,245.27,115.94,33.02,165.27
9/16/2020,0.002184572,0.22,1970.5,287073,1961.4,1983.8,1957.2,27.476,3385.49,93.21,0.12,26.04000092,41.23,-0.99,1.68,244.64,82.47,54.81,121.91
9/17/2020,-0.010509228,-1.05,1949.9,263192,1967.6,1969.3,1938.2,27.1,3357.01,92.97,0.12,26.45999908,42.35,-0.97,1.66,248.91,100.08,29.93,141.47
9/18/2020,0.006237239,0.63,1962.1,174242,1951.1,1968.2,1951.1,27.129,3319.47,92.93,0.13,25.82999992,42.16,-0.97,1.67,244.41,86.34,18.12,143.58
9/21/2020,-0.026597999,-2.62,1910.6,380526,1957.3,1962.9,1885.4,24.387,3281.06,93.66,0.12,27.78000069,40.37,-0.94,1.62,177.56,52.92,31.65,70.4
9/22/2020,-0.001571421,-0.16,1907.6,279441,1918.1,1925.5,1898.9,24.523,3315.57,93.99,0.12,26.86000061,40.84,-0.94,1.62,126.1,94.39,35.85,156.97
9/23/2020,-0.020763458,-2.05,1868.4,402011,1905.1,1909.9,1856,23.105,3236.92,94.39,0.13,28.57999992,41.09,-0.92,1.6,161.46,62.17,35.41,73.85
9/24/2020,0.00453903,0.45,1876.9,338361,1866.9,1880.9,1851,23.196,3246.59,94.35,0.12,28.51000023,41.24,-0.91,1.58,246.25,64.87,68.98,86.3
9/25/2020,-0.005663618,-0.56,1866.3,226076,1872.7,1879.3,1854.1,23.093,3298.46,94.64,0.12,26.37999916,40.91,-0.92,1.58,252.32,55.35,25.47,70.81
9/28/2020,0.008536572,0.86,1882.3,232907,1862.7,1888.2,1851.1,23.604,3351.6,94.28,0.12,26.19000053,41.59,-0.94,1.61,189.79,104.41,85.16,134.17
9/29/2020,0.011042247,1.11,1903.2,213482,1886.4,1904.8,1880.8,24.445,3335.47,93.89,0.12,26.27000046,40.33,-0.98,1.64,185.6,105.16,104.84,95.39
9/30/2020,-0.004054024,-0.4,1895.5,256446,1903.2,1908.2,1885.8,23.494,3363,93.89,0.12,26.37000084,40.3,-0.94,1.63,207.77,104.96,125.57,76.8
10/1/2020,0.010913588,1.1,1916.3,257047,1891.2,1917.9,1890,24.254,3380.8,93.71,0.12,26.70000076,39.75,-0.95,1.63,259.5,76,53.48,96.65
10/2/2020,-0.004550336,-0.45,1907.6,209696,1911,1923.6,1895.2,24.029,3348.44,93.84,0.12,27.62999916,38,-0.94,1.64,390.29,101.93,25.4,148.32
10/5/2020,0.006531361,0.66,1920.1,176090,1910.9,1924.9,1902.5,24.56,3408.63,93.51,0.12,27.95999908,39.78,-0.9,1.68,273.84,66.92,9.53,111.29
10/6/2020,-0.005902496,-0.59,1908.8,172605,1917.8,1927,1902.9,23.921,3360.95,93.69,0.14,29.47999954,41.27,-0.9,1.66,334.28,85.71,68.35,114.03
10/7/2020,-0.009474752,-0.94,1890.8,183295,1882.6,1902.4,1877.1,23.896,3419.45,93.63,0.13,28.05999947,40.62,-0.9,1.71,426.88,83.25,43.68,102.02
10/8/2020,0.002271588,0.23,1895.1,179968,1890.6,1905.3,1885.3,23.876,3446.83,93.61,0.13,26.36000061,42,-0.94,1.72,294.91,113.65,16.78,175
10/9/2020,0.016277543,1.64,1926.2,224808,1898.4,1936.8,1898,25.108,3477.13,93.06,0.15,25,41.63,-0.94,1.73,306.7,81.57,27.11,113.04
10/12/2020,0.001400742,0.14,1928.9,155906,1935,1939.4,1923.8,25.271,3534.22,93.07,0.15,25.06999969,40.5,-0.94,1.73,289.7,67.72,56.26,93.85
10/13/2020,-0.017942158,-1.78,1894.6,260044,1927.3,1930.6,1889.3,24.129,3511.93,93.53,0.13,26.06999969,41.34,-0.96,1.7,220.87,78.09,0,129.86
10/14/2020,0.006680895,0.67,1907.3,185374,1895.4,1917.5,1885,24.395,3488.67,93.38,0.13,26.39999962,41.81,-0.96,1.69,341.81,47.69,17.29,64.9
10/15/2020,0.000838531,0.08,1908.9,205615,1906,1913.2,1892.7,24.224,3483.34,93.86,0.12,26.96999931,41.61,-0.95,1.69,141.19,107.97,51.67,143.65
10/16/2020,-0.001310513,-0.13,1906.4,144094,1912.7,1918.7,1901.1,24.405,3483.81,93.68,0.12,27.40999985,41.34,-0.95,1.71,200.48,123.5,61.56,176.05
10/19/2020,0.002776252,0.28,1911.7,155479,1903.2,1923.4,1900.2,24.698,3426.92,93.43,0.13,29.18000031,41.29,-0.93,1.71,249.35,95.22,69.94,100.01
10/20/2020,0.00193358,0.19,1915.4,160356,1906.4,1915.5,1909,24.98,3443.12,93.07,0.13,29.35000038,41.62,-0.91,1.72,234.01,98.67,103.05,85.96
10/21/2020,0.007334424,0.74,1929.5,194754,1911.6,1936,1911.6,25.241,3435.56,92.61,0.13,28.64999962,40.09,-0.91,1.74,158.05,72.01,62.82,67.37
10/22/2020,-0.012988889,-1.29,1904.6,208087,1927.4,1929.4,1894.2,24.709,3453.49,92.95,0.13,28.11000061,41.28,-0.89,1.76,167.77,101.61,105.35,81.11
10/23/2020,0.000314977,0.03,1905.2,168148,1906.5,1917.3,1895.2,24.675,3465.39,92.77,0.12,27.54999924,40.71,-0.9,1.75,138.34,65.73,52.42,65.58
10/26/2020,0.000262405,0.03,1905.7,161841,1906,1911.1,1892.5,24.42,3400.97,93.04,0.12,32.45999908,39.06,-0.91,1.72,294.62,89.93,29.89,124.64
10/27/2020,0.003248117,0.33,1911.9,149056,1904.4,1913.8,1898.7,24.57,3390.68,92.94,0.12,33.34999847,39.72,-0.92,1.71,187.07,130.45,65.03,185.96
10/28/2020,-0.017251358,-1.71,1879.2,289026,1909.8,1882.1,1875.7,23.359,3271.03,93.4,0.12,40.27999878,37.86,-0.91,1.7,234.14,81.79,54.36,113.35
10/29/2020,-0.005977815,-0.6,1868,219592,1877.5,1885.1,1859.2,23.36,3310.11,93.96,0.12,37.59000015,36.56,-0.86,1.71,298.36,89.64,51.07,106.49
10/30/2020,0.006350244,0.64,1879.9,207865,1867.9,1885.9,1875,23.646,3269.96,94.04,0.13,38.02000046,36.33,-0.82,1.7,277.43,80.36,89.01,66.82
11/2/2020,0.006680122,0.67,1892.5,161958,1877,1897.1,1873.3,24.033,3310.24,94.13,0.13,37.13000107,37.78,-0.84,1.71,418.93,56.63,56.45,54.93
11/3/2020,0.009413938,0.95,1910.4,166642,1896.4,1911.8,1906.9,24.334,3369.16,93.55,0.14,35.54999924,38.17,-0.82,1.72,335.3,162.63,179.2,142.35
11/4/2020,-0.007460761,-0.74,1896.2,284598,1910.3,1905.8,1897.8,23.893,3443.44,93.41,0.12,29.56999969,39.68,-0.86,1.64,370.7,129.57,94.72,136.47
11/5/2020,0.026335115,2.67,1946.8,288663,1903.4,1952.6,1948,25.191,3510.45,92.53,0.12,27.57999992,39.47,-0.87,1.66,303.07,69.65,86.79,72.39
11/6/2020,0.002513789,0.25,1951.7,233903,1950,1961.8,1937.2,25.662,3509.44,92.23,0.12,24.86000061,38.08,-0.82,1.65,390.29,62.93,89.62,67.27
11/9/2020,-0.051139594,-4.99,1854.4,475721,1956,1869.3,1861.2,23.701,3550.5,92.72,0.12,25.75,40.93,-0.77,1.73,254.34,105.4,80.06,116.86
11/10/2020,0.011793854,1.19,1876.4,243090,1864.1,1877.1,1870.9,24.462,3545.53,92.75,0.12,24.79999924,42.25,-0.78,1.76,192.03,58.59,44.93,59.96
11/11/2020,-0.007918714,-0.79,1861.6,201067,1876.1,1882.5,1853.9,24.267,3572.66,93.04,0.12,23.45000076,42.5,-0.78,1.76,252.06,97.93,76.4,113.3
11/12/2020,0.006265248,0.63,1873.3,199543,1863.9,1883,1860.7,24.306,3537.01,92.96,0.13,25.35000038,42.16,-0.83,1.71,184.25,52.86,17.57,80.58
11/13/2020,0.006862642,0.69,1886.2,158776,1875.6,1888.9,1885.3,24.775,3585.15,92.75,0.12,23.10000038,41.51,-0.83,1.72,123.79,69.19,77.6,57.54
11/16/2020,0.000847907,0.08,1887.8,217991,1886.6,1898,1861.5,24.802,3626.91,92.64,0.12,22.45000076,42.71,-0.81,1.72,254.24,70.6,97.45,63.22
11/17/2020,-0.00143126,-0.14,1885.1,155099,1888.2,1892.7,1876.3,24.651,3609.53,92.42,0.12,22.70999908,42.54,-0.83,1.7,196.81,45.82,36.54,53.34
11/18/2020,-0.005959049,-0.59,1873.9,203979,1879.5,1871.5,1868.2,24.558,3567.79,92.32,0.11,23.84000015,42.91,-0.82,1.7,154.81,109.74,105.35,128.43
11/19/2020,-0.006639206,-0.66,1861.5,217146,1872,1866.7,1862,24.164,3581.87,92.29,0.11,23.11000061,43.09,-0.84,1.7,224.65,49.04,35.56,51.9
11/20/2020,0.005838416,0.59,1872.4,180515,1864.8,1873.9,1868.7,24.491,3557.54,92.39,0.11,23.70000076,43.79,-0.86,1.69,230.2,94.16,42.67,128.12
11/23/2020,-0.015229677,-1.51,1844.1,106315,1875.9,1844.5,1839.6,23.757,3577.59,92.5,0.1,22.65999985,45,-0.85,1.71,415.59,36.76,54.96,45.84
11/24/2020,-0.018167394,-1.8,1810.9,125089,1842.6,1813.1,1807.4,23.41,3635.41,92.23,0.11,21.63999939,46.63,-0.86,1.74,262.51,104.29,128.73,82.59
11/25/2020,0.00016565,0.02,1811.2,121112,1812,1821.7,1804.7,23.446,3629.65,91.99,0.11,21.25,47.3,-0.87,1.75,276.82,23.36,9.32,31.08
11/27/2020,-0.012836005,-1.28,1788.1,277091,1812.1,1822.6,1776.5,22.639,3638.35,91.79,0.11,20.84000015,46.88,-0.91,1.75,238.32,70.37,100.22,66.88
11/30/2020,-0.004034749,-0.4,1780.9,235285,1790.8,1793.3,1767.2,22.593,3621.63,91.87,0.11,20.56999969,46.84,-0.93,1.77,156.15,46.8,20.74,69.19
12/1/2020,0.021113068,2.13,1818.9,197184,1780.3,1821.1,1778.4,24.09,3662.45,91.31,0.12,20.77000046,47.03,-0.89,1.81,248.2,129.66,41.7,180.85
12/2/2020,0.006193328,0.62,1830.2,182809,1819.1,1835.7,1828.2,24.08,3669.01,91.12,0.11,21.17000008,47.8,-0.9,1.85,156.7,92.27,36.8,130.44
12/3/2020,0.005937969,0.6,1841.1,177988,1833.9,1847.4,1826.7,24.137,3666.72,90.71,0.1,21.28000069,48.37,-0.94,1.86,189.91,67.79,63.07,90.19
12/4/2020,-0.000597647,-0.06,1840,167301,1844.7,1852.7,1832,24.253,3699.12,90.7,0.11,20.79000092,49.1,-0.92,1.89,215.13,38.67,25.7,42.87
12/7/2020,0.014031531,1.41,1866,204259,1841.1,1870.8,1862.1,24.794,3691.96,90.79,0.1,21.29999924,48.63,-0.94,1.88,269.89,55.04,0,91.54
12/8/2020,0.004758222,0.48,1874.9,147902,1866.1,1879.8,1863.9,24.736,3702.25,90.96,0.1,20.68000031,48.84,-0.97,1.89,259.64,78.98,34.99,102.15
12/9/2020,-0.019605303,-1.94,1838.5,216843,1875.4,1875.9,1828.2,23.99,3672.82,91.09,0.1,22.27000046,48.81,-0.96,1.91,144.77,62.74,8.34,104.34
12/10/2020,-0.000598493,-0.06,1837.4,162513,1843,1854.2,1831.5,24.094,3668.1,90.82,0.1,22.52000046,50.33,-0.96,1.88,256.04,95.42,27.18,143.58
12/11/2020,0.003368653,0.34,1843.6,150634,1840,1851.8,1826.8,24.092,3663.46,90.98,0.1,23.30999947,50.01,-0.97,1.87,122.3,42.85,42.72,35.63
12/14/2020,-0.006257332,-0.62,1832.1,166785,1845,1832.7,1828.1,24.047,3647.49,90.71,0.1,24.71999931,50.27,-0.98,1.88,186.91,29.8,19.8,33.04
12/15/2020,0.012583558,1.27,1855.3,169218,1830.5,1859.3,1828.5,24.644,3694.62,90.47,0.09,22.88999939,50.77,-0.99,1.91,139.29,89.53,46.98,125.38
12/16/2020,0.002046092,0.2,1859.1,196702,1857.7,1870,1848.2,25.052,3701.17,90.45,0.09,22.5,50.83,-1,1.92,136.12,52.51,8.72,80.05
12/17/2020,0.016695947,1.68,1890.4,213170,1868.4,1902,1865.9,26.181,3722.48,89.82,0.09,21.93000031,51.2,-1,1.94,195.87,93.12,70.73,125.37
12/18/2020,-0.000793798,-0.08,1888.9,149960,1891.3,1895.7,1881.9,26.033,3709.41,90.02,0.09,21.56999969,52.17,-1,1.95,146.67,79.99,0,133.03
12/21/2020,-0.003234619,-0.32,1882.8,226997,1892.9,1912,1859,26.379,3694.92,90.04,0.09,25.15999985,50.61,-1,1.95,246.79,91.12,64.12,106.97
12/22/2020,-0.006661185,-0.66,1870.3,173183,1883,1889.4,1863.7,25.535,3687.26,90.65,0.09,24.22999954,49.88,-1.01,1.94,147.55,62.68,48.07,72.17
12/23/2020,0.004161782,0.42,1878.1,157856,1865.6,1883.7,1860.9,25.921,3690.01,90.41,0.09,23.30999947,51.05,-1.01,1.97,291.07,68.6,39.08,97.79
12/24/2020,0.00271183,0.27,1883.2,87445,1877.3,1887.4,1873.1,25.908,3703.06,90.32,0.1,21.53000069,50.88,-1.03,1.97,256.16,55,42.18,56.29
12/28/2020,-0.001487937,-0.15,1880.4,194545,1887,1904.1,1873,26.539,3735.36,90.34,0.11,21.70000076,50.88,-1.03,1.97,217.47,41.41,16.51,55.09
12/29/2020,0.001328621,0.13,1882.9,145905,1878,1891.3,1875.6,26.217,3727.04,89.99,0.11,23.07999992,50.44,-1.02,1.96,286.36,69.01,22.93,105.21
12/30/2020,0.005561013,0.56,1893.4,128688,1881.8,1899,1879.5,26.573,3732.04,89.68,0.12,22.77000046,50.74,-1.03,1.96,368.46,59.15,53.61,89.43
12/31/2020,0.000897453,0.09,1895.1,127578,1899,1904.9,1889.1,26.412,3756.07,89.94,0.1,22.75,51.22,-1.06,1.99,307.12,80.79,46.03,95.98
1/4/2021,0.026812653,2.72,1946.6,261675,1908.2,1948.7,1906.1,27.364,3700.65,89.87,0.1,26.96999931,50.37,-1.08,2.01,233.3,99.33,108.92,107.37
1/5/2021,0.00399898,0.4,1954.4,192111,1946,1957,1938.4,27.64,3726.86,89.44,0.1,25.34000015,53.16,-1.07,2.03,208.61,121.85,71.99,150.11
1/6/2021,-0.023713252,-2.34,1908.6,356182,1952.8,1962.5,1902.6,27.042,3748.14,89.53,0.11,25.06999969,53.8,-1.02,2.06,139.81,106.57,35.41,169.85
1/7/2021,0.002616296,0.26,1913.6,192365,1921.5,1929.6,1907.5,27.261,3803.79,89.83,0.11,22.37000084,53.7,-1.01,2.09,124.29,54.24,24.95,76.32
1/8/2021,-0.041723843,-4.09,1835.4,422485,1915.2,1918.4,1827.8,24.637,3824.68,90.1,0.1,21.55999947,55.51,-0.93,2.06,104.8,77.74,51.67,86.19
1/11/2021,0.008355537,0.84,1850.8,253190,1849.4,1856,1817.1,24.985,3799.61,90.46,0.1,24.07999992,54.84,-0.91,2.06,308.7,84.14,35.32,110.47
1/12/2021,-0.003572399,-0.36,1844.2,225729,1845.4,1856.9,1854.3,25.435,3801.19,90.09,0.11,23.32999992,55.98,-0.93,2.08,229.15,169.88,169.35,181.62
1/13/2021,0.005785207,0.58,1854.9,203544,1855,1859.3,1841.6,25.572,3809.84,90.36,0.12,22.20999908,55.52,-0.96,2.06,223.57,66.5,74.58,55.3
1/14/2021,-0.001888677,-0.19,1851.4,242126,1845.6,1853.6,1843.4,25.802,3795.54,90.24,0.1,23.25,55.76,-0.94,2.09,157.94,62.11,41.28,68.86
1/15/2021,-0.011680789,-1.16,1829.9,224725,1847.3,1856.6,1822.1,24.866,3768.25,90.77,0.1,24.34000015,54.8,-0.99,2.1,149.93,57.97,49.54,75.75
1/19/2021,0.005612941,0.56,1840.2,324829,1828.8,1845,1800.8,25.32,3798.91,90.5,0.1,23.23999977,55.38,-1,2.1,170.18,66.67,49.85,76.23
1/20/2021,0.016171116,1.63,1870.2,51238,1843.2,1875.6,1865.8,25.766,3851.85,90.47,0.1,21.57999992,55.66,-1.02,2.12,309.33,87.49,23.79,132.27
1/21/2021,-0.000481348,-0.05,1869.3,47567,1875.6,1874.5,1870.8,25.854,3853.07,90.13,0.1,21.31999969,55.68,-0.98,2.1,280.95,47.44,39.41,52.59
1/22/2021,-0.005041306,-0.5,1859.9,74763,1874,1874.1,1839.7,25.556,3841.47,90.24,0.1,21.90999985,55.22,-0.99,2.09,192,93.71,73.12,101.64
1/25/2021,-0.000484014,-0.05,1859,86197,1858.6,1870.9,1850,25.484,3855.36,90.39,0.1,23.19000053,55.44,-1.03,2.08,241.85,140.45,96.56,185.24
1/26/2021,-0.002261835,-0.23,1854.8,89895,1858.7,1864.5,1851.1,25.538,3849.62,90.17,0.09,23.02000046,55.26,-1.03,2.08,254.93,50.25,8.35,76.61
1/27/2021,-0.003186006,-0.32,1848.9,163249,1854.3,1847.6,1841.5,25.389,3750.77,90.65,0.09,37.20999908,55.07,-1.04,2.08,251.13,68.84,72.67,60.61
1/28/2021,-0.004173335,-0.42,1841.2,270329,1847.2,1846.1,1843.1,25.922,3787.38,90.46,0.08,30.20999908,54.87,-1.06,2.13,150,112.79,41.64,166.73
1/29/2021,0.004930255,0.49,1850.3,269474,1845.6,1851.7,1843.8,26.914,3714.24,90.58,0.1,33.09000015,55.25,-1.02,2.13,248.96,63.22,16.81,91.12
2/1/2021,0.007323279,0.74,1863.9,237650,1865,1876,1851.7,29.418,3773.86,90.98,0.08,30.23999977,56.42,-1.02,2.11,144.04,60.05,29.93,83.22
2/2/2021,-0.0164989,-1.64,1833.4,226676,1863.6,1866.3,1830.4,26.402,3826.31,91.2,0.08,25.55999947,57.62,-1.03,2.15,282.75,192.34,144.88,248.79
2/3/2021,0.000926809,0.09,1835.1,134552,1838.5,1845.9,1830.1,26.889,3830.17,91.17,0.08,22.90999985,58.61,-1.04,2.19,145.65,69.92,43.57,101.75
2/4/2021,-0.02421319,-2.39,1791.2,269731,1834.5,1835.7,1784.6,26.234,3871.74,91.53,0.07,21.77000046,58.98,-1.02,2.17,129.36,78.18,24.61,116.34
2/5/2021,0.012097145,1.22,1813,202612,1794.3,1816,1792.2,27.019,3886.83,91.04,0.06,20.87000084,59.48,-1.02,2.21,111.2,106.44,101.87,106.21
2/8/2021,0.011625487,1.17,1834.2,171978,1818.1,1840.6,1807.3,27.576,3915.59,90.93,0.07,21.23999977,60.17,-1.03,2.22,232.61,72.8,63.51,68.11
